kegg_pathway	entrezgene	kegg_pathway_definition
01110	PA4007	Biosynthesis of secondary metabolites
01110	PA4019	Biosynthesis of secondary metabolites
01110	PA4022	Biosynthesis of secondary metabolites
01110	PA4043	Biosynthesis of secondary metabolites
01110	PA4044	Biosynthesis of secondary metabolites
01110	PA4047	Biosynthesis of secondary metabolites
01110	PA4053	Biosynthesis of secondary metabolites
01110	PA4054	Biosynthesis of secondary metabolites
01110	PA4055	Biosynthesis of secondary metabolites
01110	PA4056	Biosynthesis of secondary metabolites
01110	PA4069	Biosynthesis of secondary metabolites
01110	PA4088	Biosynthesis of secondary metabolites
01110	PA4089	Biosynthesis of secondary metabolites
01110	PA4152	Biosynthesis of secondary metabolites
01110	PA4180	Biosynthesis of secondary metabolites
01110	PA4188	Biosynthesis of secondary metabolites
01110	PA4209	Biosynthesis of secondary metabolites
01110	PA4210	Biosynthesis of secondary metabolites
01110	PA4211	Biosynthesis of secondary metabolites
01110	PA4212	Biosynthesis of secondary metabolites
01110	PA4213	Biosynthesis of secondary metabolites
01110	PA4214	Biosynthesis of secondary metabolites
01110	PA4215	Biosynthesis of secondary metabolites
01110	PA4216	Biosynthesis of secondary metabolites
01110	PA4217	Biosynthesis of secondary metabolites
01110	PA4230	Biosynthesis of secondary metabolites
01110	PA4231	Biosynthesis of secondary metabolites
01110	PA4236	Biosynthesis of secondary metabolites
01110	PA4329	Biosynthesis of secondary metabolites
01110	PA4333	Biosynthesis of secondary metabolites
01110	PA4389	Biosynthesis of secondary metabolites
01110	PA4397	Biosynthesis of secondary metabolites
01110	PA4402	Biosynthesis of secondary metabolites
01110	PA4435	Biosynthesis of secondary metabolites
01110	PA4442	Biosynthesis of secondary metabolites
01110	PA4443	Biosynthesis of secondary metabolites
01110	PA4447	Biosynthesis of secondary metabolites
01110	PA4448	Biosynthesis of secondary metabolites
01110	PA4449	Biosynthesis of secondary metabolites
01110	PA4470	Biosynthesis of secondary metabolites
01110	PA4519	Biosynthesis of secondary metabolites
01110	PA4557	Biosynthesis of secondary metabolites
01110	PA4561	Biosynthesis of secondary metabolites
01110	PA4565	Biosynthesis of secondary metabolites
01110	PA4569	Biosynthesis of secondary metabolites
01110	PA4602	Biosynthesis of secondary metabolites
01110	PA4613	Biosynthesis of secondary metabolites
01110	PA4626	Biosynthesis of secondary metabolites
01110	PA4640	Biosynthesis of secondary metabolites
01110	PA4645	Biosynthesis of secondary metabolites
01110	PA4655	Biosynthesis of secondary metabolites
01110	PA4666	Biosynthesis of secondary metabolites
01110	PA4669	Biosynthesis of secondary metabolites
01110	PA4670	Biosynthesis of secondary metabolites
01110	PA4693	Biosynthesis of secondary metabolites
01110	PA4694	Biosynthesis of secondary metabolites
01110	PA4695	Biosynthesis of secondary metabolites
01110	PA4696	Biosynthesis of secondary metabolites
01110	PA4729	Biosynthesis of secondary metabolites
01110	PA4730	Biosynthesis of secondary metabolites
01110	PA4731	Biosynthesis of secondary metabolites
01110	PA4732	Biosynthesis of secondary metabolites
01110	PA4733	Biosynthesis of secondary metabolites
01110	PA4748	Biosynthesis of secondary metabolites
01110	PA4759	Biosynthesis of secondary metabolites
01110	PA4785	Biosynthesis of secondary metabolites
01110	PA4786	Biosynthesis of secondary metabolites
01110	PA4829	Biosynthesis of secondary metabolites
01110	PA4846	Biosynthesis of secondary metabolites
01110	PA4847	Biosynthesis of secondary metabolites
01110	PA4848	Biosynthesis of secondary metabolites
01110	PA4854	Biosynthesis of secondary metabolites
01110	PA4855	Biosynthesis of secondary metabolites
01110	PA4899	Biosynthesis of secondary metabolites
01110	PA4908	Biosynthesis of secondary metabolites
01110	PA4939	Biosynthesis of secondary metabolites
01110	PA4945	Biosynthesis of secondary metabolites
01110	PA4957	Biosynthesis of secondary metabolites
01110	PA4960	Biosynthesis of secondary metabolites
01110	PA4975	Biosynthesis of secondary metabolites
01110	PA4994	Biosynthesis of secondary metabolites
01110	PA5013	Biosynthesis of secondary metabolites
01110	PA5015	Biosynthesis of secondary metabolites
01110	PA5016	Biosynthesis of secondary metabolites
01110	PA5034	Biosynthesis of secondary metabolites
01110	PA5035	Biosynthesis of secondary metabolites
01110	PA5036	Biosynthesis of secondary metabolites
01110	PA5038	Biosynthesis of secondary metabolites
01110	PA5039	Biosynthesis of secondary metabolites
01110	PA5063	Biosynthesis of secondary metabolites
01110	PA5066	Biosynthesis of secondary metabolites
01110	PA5067	Biosynthesis of secondary metabolites
01110	PA5110	Biosynthesis of secondary metabolites
01110	PA5131	Biosynthesis of secondary metabolites
01110	PA5140	Biosynthesis of secondary metabolites
01110	PA5141	Biosynthesis of secondary metabolites
01110	PA5142	Biosynthesis of secondary metabolites
01110	PA5143	Biosynthesis of secondary metabolites
01110	PA5161	Biosynthesis of secondary metabolites
01110	PA5162	Biosynthesis of secondary metabolites
01110	PA5163	Biosynthesis of secondary metabolites
01110	PA5164	Biosynthesis of secondary metabolites
01110	PA5171	Biosynthesis of secondary metabolites
01110	PA5172	Biosynthesis of secondary metabolites
01110	PA5177	Biosynthesis of secondary metabolites
01110	PA5184	Biosynthesis of secondary metabolites
01110	PA5192	Biosynthesis of secondary metabolites
01110	PA5204	Biosynthesis of secondary metabolites
01110	PA5206	Biosynthesis of secondary metabolites
01110	PA5213	Biosynthesis of secondary metabolites
01110	PA5214	Biosynthesis of secondary metabolites
01110	PA5215	Biosynthesis of secondary metabolites
01110	PA5221	Biosynthesis of secondary metabolites
01110	PA5223	Biosynthesis of secondary metabolites
01110	PA5237	Biosynthesis of secondary metabolites
01110	PA5243	Biosynthesis of secondary metabolites
01110	PA5258	Biosynthesis of secondary metabolites
01110	PA5259	Biosynthesis of secondary metabolites
01110	PA5260	Biosynthesis of secondary metabolites
01110	PA5263	Biosynthesis of secondary metabolites
01110	PA5277	Biosynthesis of secondary metabolites
01110	PA5278	Biosynthesis of secondary metabolites
01110	PA5281	Biosynthesis of secondary metabolites
01110	PA5298	Biosynthesis of secondary metabolites
01110	PA5322	Biosynthesis of secondary metabolites
01110	PA5323	Biosynthesis of secondary metabolites
01110	PA5353	Biosynthesis of secondary metabolites
01110	PA5354	Biosynthesis of secondary metabolites
01110	PA5355	Biosynthesis of secondary metabolites
01110	PA5357	Biosynthesis of secondary metabolites
01110	PA5358	Biosynthesis of secondary metabolites
01110	PA5379	Biosynthesis of secondary metabolites
01110	PA5390	Biosynthesis of secondary metabolites
01110	PA5413	Biosynthesis of secondary metabolites
01110	PA5415	Biosynthesis of secondary metabolites
01110	PA5422	Biosynthesis of secondary metabolites
01110	PA5425	Biosynthesis of secondary metabolites
01110	PA5426	Biosynthesis of secondary metabolites
01110	PA5427	Biosynthesis of secondary metabolites
01110	PA5439	Biosynthesis of secondary metabolites
01110	PA5445	Biosynthesis of secondary metabolites
01110	PA5452	Biosynthesis of secondary metabolites
01110	PA5495	Biosynthesis of secondary metabolites
01110	PA5523	Biosynthesis of secondary metabolites
01110	PA5524	Biosynthesis of secondary metabolites
01120	PA0153	Microbial metabolism in diverse environments
01120	PA0154	Microbial metabolism in diverse environments
01120	PA0202	Microbial metabolism in diverse environments
01120	PA0223	Microbial metabolism in diverse environments
01120	PA0226	Microbial metabolism in diverse environments
01120	PA0227	Microbial metabolism in diverse environments
01120	PA0228	Microbial metabolism in diverse environments
01120	PA0230	Microbial metabolism in diverse environments
01120	PA0231	Microbial metabolism in diverse environments
01120	PA0232	Microbial metabolism in diverse environments
01120	PA0247	Microbial metabolism in diverse environments
01120	PA0265	Microbial metabolism in diverse environments
01120	PA0266	Microbial metabolism in diverse environments
01120	PA0296	Microbial metabolism in diverse environments
01120	PA0298	Microbial metabolism in diverse environments
01120	PA0316	Microbial metabolism in diverse environments
01120	PA0330	Microbial metabolism in diverse environments
01120	PA0430	Microbial metabolism in diverse environments
01120	PA0447	Microbial metabolism in diverse environments
01120	PA0480	Microbial metabolism in diverse environments
01120	PA0482	Microbial metabolism in diverse environments
01120	PA0494	Microbial metabolism in diverse environments
01120	PA0510	Microbial metabolism in diverse environments
01120	PA0519	Microbial metabolism in diverse environments
01120	PA0523	Microbial metabolism in diverse environments
01120	PA0524	Microbial metabolism in diverse environments
01120	PA0530	Microbial metabolism in diverse environments
01120	PA0548	Microbial metabolism in diverse environments
01120	PA0552	Microbial metabolism in diverse environments
01120	PA0555	Microbial metabolism in diverse environments
01120	PA0589	Microbial metabolism in diverse environments
01120	PA0607	Microbial metabolism in diverse environments
01120	PA0704	Microbial metabolism in diverse environments
01120	PA0810	Microbial metabolism in diverse environments
01120	PA0835	Microbial metabolism in diverse environments
01120	PA0836	Microbial metabolism in diverse environments
01120	PA0854	Microbial metabolism in diverse environments
01120	PA0887	Microbial metabolism in diverse environments
01120	PA0902	Microbial metabolism in diverse environments
01120	PA0904	Microbial metabolism in diverse environments
01120	PA0927	Microbial metabolism in diverse environments
01120	PA0954	Microbial metabolism in diverse environments
01120	PA0968	Microbial metabolism in diverse environments
01120	PA1010	Microbial metabolism in diverse environments
01120	PA1027	Microbial metabolism in diverse environments
01120	PA1049	Microbial metabolism in diverse environments
01120	PA1052	Microbial metabolism in diverse environments
01120	PA1061	Microbial metabolism in diverse environments
01120	PA1135	Microbial metabolism in diverse environments
01120	PA1140	Microbial metabolism in diverse environments
01120	PA1146	Microbial metabolism in diverse environments
01120	PA1162	Microbial metabolism in diverse environments
01120	PA1173	Microbial metabolism in diverse environments
01120	PA1174	Microbial metabolism in diverse environments
01120	PA1292	Microbial metabolism in diverse environments
01120	PA1310	Microbial metabolism in diverse environments
01120	PA1311	Microbial metabolism in diverse environments
01120	PA1334	Microbial metabolism in diverse environments
01120	PA1393	Microbial metabolism in diverse environments
01120	PA1498	Microbial metabolism in diverse environments
01120	PA1499	Microbial metabolism in diverse environments
01120	PA1515	Microbial metabolism in diverse environments
01120	PA1518	Microbial metabolism in diverse environments
01120	PA1523	Microbial metabolism in diverse environments
01120	PA1524	Microbial metabolism in diverse environments
01120	PA1562	Microbial metabolism in diverse environments
01120	PA1566	Microbial metabolism in diverse environments
01120	PA1580	Microbial metabolism in diverse environments
01120	PA1581	Microbial metabolism in diverse environments
01120	PA1582	Microbial metabolism in diverse environments
01120	PA1583	Microbial metabolism in diverse environments
01120	PA1584	Microbial metabolism in diverse environments
01120	PA1585	Microbial metabolism in diverse environments
01120	PA1586	Microbial metabolism in diverse environments
01120	PA1587	Microbial metabolism in diverse environments
01120	PA1588	Microbial metabolism in diverse environments
01120	PA1589	Microbial metabolism in diverse environments
01120	PA1602	Microbial metabolism in diverse environments
01120	PA1628	Microbial metabolism in diverse environments
01120	PA1629	Microbial metabolism in diverse environments
01120	PA1631	Microbial metabolism in diverse environments
01120	PA1736	Microbial metabolism in diverse environments
01120	PA1737	Microbial metabolism in diverse environments
01120	PA1748	Microbial metabolism in diverse environments
01120	PA1756	Microbial metabolism in diverse environments
01120	PA1757	Microbial metabolism in diverse environments
01120	PA1770	Microbial metabolism in diverse environments
01120	PA1778	Microbial metabolism in diverse environments
01120	PA1779	Microbial metabolism in diverse environments
01120	PA1780	Microbial metabolism in diverse environments
01120	PA1781	Microbial metabolism in diverse environments
01120	PA1787	Microbial metabolism in diverse environments
01120	PA1796	Microbial metabolism in diverse environments
01120	PA1821	Microbial metabolism in diverse environments
01120	PA1838	Microbial metabolism in diverse environments
01120	PA1931	Microbial metabolism in diverse environments
01120	PA1932	Microbial metabolism in diverse environments
01120	PA1933	Microbial metabolism in diverse environments
01120	PA1966	Microbial metabolism in diverse environments
01120	PA1982	Microbial metabolism in diverse environments
01120	PA1984	Microbial metabolism in diverse environments
01120	PA2001	Microbial metabolism in diverse environments
01120	PA2007	Microbial metabolism in diverse environments
01120	PA2008	Microbial metabolism in diverse environments
01120	PA2009	Microbial metabolism in diverse environments
01120	PA2040	Microbial metabolism in diverse environments
01120	PA2083	Microbial metabolism in diverse environments
01120	PA2086	Microbial metabolism in diverse environments
01120	PA2104	Microbial metabolism in diverse environments
01120	PA2105	Microbial metabolism in diverse environments
01120	PA2215	Microbial metabolism in diverse environments
01120	PA2250	Microbial metabolism in diverse environments
01120	PA2261	Microbial metabolism in diverse environments
01120	PA2263	Microbial metabolism in diverse environments
01120	PA2264	Microbial metabolism in diverse environments
01120	PA2265	Microbial metabolism in diverse environments
01120	PA2275	Microbial metabolism in diverse environments
01120	PA2321	Microbial metabolism in diverse environments
01120	PA2323	Microbial metabolism in diverse environments
01120	PA2413	Microbial metabolism in diverse environments
01120	PA2444	Microbial metabolism in diverse environments
01120	PA2470	Microbial metabolism in diverse environments
01120	PA2471	Microbial metabolism in diverse environments
01120	PA2473	Microbial metabolism in diverse environments
01120	PA2507	Microbial metabolism in diverse environments
01120	PA2508	Microbial metabolism in diverse environments
01120	PA2509	Microbial metabolism in diverse environments
01120	PA2512	Microbial metabolism in diverse environments
01120	PA2513	Microbial metabolism in diverse environments
01120	PA2514	Microbial metabolism in diverse environments
01120	PA2515	Microbial metabolism in diverse environments
01120	PA2516	Microbial metabolism in diverse environments
01120	PA2517	Microbial metabolism in diverse environments
01120	PA2518	Microbial metabolism in diverse environments
01120	PA2552	Microbial metabolism in diverse environments
01120	PA2553	Microbial metabolism in diverse environments
01120	PA2555	Microbial metabolism in diverse environments
01120	PA2611	Microbial metabolism in diverse environments
01120	PA2623	Microbial metabolism in diverse environments
01120	PA2624	Microbial metabolism in diverse environments
01120	PA2634	Microbial metabolism in diverse environments
01120	PA2682	Microbial metabolism in diverse environments
01120	PA2709	Microbial metabolism in diverse environments
01120	PA2796	Microbial metabolism in diverse environments
01120	PA2932	Microbial metabolism in diverse environments
01120	PA2940	Microbial metabolism in diverse environments
01120	PA2950	Microbial metabolism in diverse environments
01120	PA3001	Microbial metabolism in diverse environments
01120	PA3013	Microbial metabolism in diverse environments
01120	PA3014	Microbial metabolism in diverse environments
01120	PA3068	Microbial metabolism in diverse environments
01120	PA3112	Microbial metabolism in diverse environments
01120	PA3117	Microbial metabolism in diverse environments
01120	PA3131	Microbial metabolism in diverse environments
01120	PA3134	Microbial metabolism in diverse environments
01120	PA3167	Microbial metabolism in diverse environments
01120	PA3181	Microbial metabolism in diverse environments
01120	PA3182	Microbial metabolism in diverse environments
01120	PA3183	Microbial metabolism in diverse environments
01120	PA3193	Microbial metabolism in diverse environments
01120	PA3194	Microbial metabolism in diverse environments
01120	PA3195	Microbial metabolism in diverse environments
01120	PA3356	Microbial metabolism in diverse environments
01120	PA3366	Microbial metabolism in diverse environments
01120	PA3392	Microbial metabolism in diverse environments
01120	PA3415	Microbial metabolism in diverse environments
01120	PA3416	Microbial metabolism in diverse environments
01120	PA3417	Microbial metabolism in diverse environments
01120	PA3426	Microbial metabolism in diverse environments
01120	PA3452	Microbial metabolism in diverse environments
