kegg_pathway	entrezgene	kegg_pathway_definition
01100	PA3148	Metabolic pathways
01100	PA3151	Metabolic pathways
01100	PA3152	Metabolic pathways
01100	PA3155	Metabolic pathways
01100	PA3156	Metabolic pathways
01100	PA3158	Metabolic pathways
01100	PA3159	Metabolic pathways
01100	PA3163	Metabolic pathways
01100	PA3165	Metabolic pathways
01100	PA3166	Metabolic pathways
01100	PA3167	Metabolic pathways
01100	PA3169	Metabolic pathways
01100	PA3170	Metabolic pathways
01100	PA3171	Metabolic pathways
01100	PA3172	Metabolic pathways
01100	PA3175	Metabolic pathways
01100	PA3181	Metabolic pathways
01100	PA3182	Metabolic pathways
01100	PA3183	Metabolic pathways
01100	PA3193	Metabolic pathways
01100	PA3194	Metabolic pathways
01100	PA3195	Metabolic pathways
01100	PA3217	Metabolic pathways
01100	PA3242	Metabolic pathways
01100	PA3296	Metabolic pathways
01100	PA3299	Metabolic pathways
01100	PA3300	Metabolic pathways
01100	PA3310	Metabolic pathways
01100	PA3312	Metabolic pathways
01100	PA3319	Metabolic pathways
01100	PA3333	Metabolic pathways
01100	PA3334	Metabolic pathways
01100	PA3337	Metabolic pathways
01100	PA3356	Metabolic pathways
01100	PA3357	Metabolic pathways
01100	PA3366	Metabolic pathways
01100	PA3372	Metabolic pathways
01100	PA3373	Metabolic pathways
01100	PA3374	Metabolic pathways
01100	PA3375	Metabolic pathways
01100	PA3377	Metabolic pathways
01100	PA3378	Metabolic pathways
01100	PA3379	Metabolic pathways
01100	PA3380	Metabolic pathways
01100	PA3392	Metabolic pathways
01100	PA3397	Metabolic pathways
01100	PA3415	Metabolic pathways
01100	PA3416	Metabolic pathways
01100	PA3417	Metabolic pathways
01100	PA3418	Metabolic pathways
01100	PA3426	Metabolic pathways
01100	PA3437	Metabolic pathways
01100	PA3438	Metabolic pathways
01100	PA3444	Metabolic pathways
01100	PA3446	Metabolic pathways
01100	PA3452	Metabolic pathways
01100	PA3454	Metabolic pathways
01100	PA3459	Metabolic pathways
01100	PA3475	Metabolic pathways
01100	PA3476	Metabolic pathways
01100	PA3480	Metabolic pathways
01100	PA3482	Metabolic pathways
01100	PA3498	Metabolic pathways
01100	PA3504	Metabolic pathways
01100	PA3505	Metabolic pathways
01100	PA3506	Metabolic pathways
01100	PA3516	Metabolic pathways
01100	PA3517	Metabolic pathways
01100	PA3524	Metabolic pathways
01100	PA3525	Metabolic pathways
01100	PA3527	Metabolic pathways
01100	PA3537	Metabolic pathways
01100	PA3540	Metabolic pathways
01100	PA3541	Metabolic pathways
01100	PA3542	Metabolic pathways
01100	PA3545	Metabolic pathways
01100	PA3547	Metabolic pathways
01100	PA3551	Metabolic pathways
01100	PA3552	Metabolic pathways
01100	PA3553	Metabolic pathways
01100	PA3554	Metabolic pathways
01100	PA3555	Metabolic pathways
01100	PA3559	Metabolic pathways
01100	PA3560	Metabolic pathways
01100	PA3561	Metabolic pathways
01100	PA3568	Metabolic pathways
01100	PA3569	Metabolic pathways
01100	PA3570	Metabolic pathways
01100	PA3579	Metabolic pathways
01100	PA3582	Metabolic pathways
01100	PA3589	Metabolic pathways
01100	PA3590	Metabolic pathways
01100	PA3603	Metabolic pathways
01100	PA3625	Metabolic pathways
01100	PA3627	Metabolic pathways
01100	PA3628	Metabolic pathways
01100	PA3629	Metabolic pathways
01100	PA3633	Metabolic pathways
01100	PA3635	Metabolic pathways
01100	PA3636	Metabolic pathways
01100	PA3637	Metabolic pathways
01100	PA3639	Metabolic pathways
01100	PA3643	Metabolic pathways
01100	PA3644	Metabolic pathways
01100	PA3645	Metabolic pathways
01100	PA3646	Metabolic pathways
01100	PA3650	Metabolic pathways
01100	PA3651	Metabolic pathways
01100	PA3654	Metabolic pathways
01100	PA3659	Metabolic pathways
01100	PA3666	Metabolic pathways
01100	PA3673	Metabolic pathways
01100	PA3686	Metabolic pathways
01100	PA3687	Metabolic pathways
01100	PA3710	Metabolic pathways
01100	PA3713	Metabolic pathways
01100	PA3735	Metabolic pathways
01100	PA3736	Metabolic pathways
01100	PA3751	Metabolic pathways
01100	PA3758	Metabolic pathways
01100	PA3759	Metabolic pathways
01100	PA3763	Metabolic pathways
01100	PA3769	Metabolic pathways
01100	PA3770	Metabolic pathways
01100	PA3792	Metabolic pathways
01100	PA3797	Metabolic pathways
01100	PA3803	Metabolic pathways
01100	PA3807	Metabolic pathways
01100	PA3814	Metabolic pathways
01100	PA3816	Metabolic pathways
01100	PA3818	Metabolic pathways
01100	PA3831	Metabolic pathways
01100	PA3862	Metabolic pathways
01100	PA3863	Metabolic pathways
01100	PA3870	Metabolic pathways
01100	PA3872	Metabolic pathways
01100	PA3874	Metabolic pathways
01100	PA3875	Metabolic pathways
01100	PA3896	Metabolic pathways
01100	PA3910	Metabolic pathways
01100	PA3914	Metabolic pathways
01100	PA3915	Metabolic pathways
01100	PA3916	Metabolic pathways
01100	PA3918	Metabolic pathways
01100	PA3925	Metabolic pathways
01100	PA3954	Metabolic pathways
01100	PA3970	Metabolic pathways
01100	PA3975	Metabolic pathways
01100	PA3976	Metabolic pathways
01100	PA3977	Metabolic pathways
01100	PA3996	Metabolic pathways
01100	PA3997	Metabolic pathways
01100	PA3999	Metabolic pathways
01100	PA4006	Metabolic pathways
01100	PA4007	Metabolic pathways
01100	PA4019	Metabolic pathways
01100	PA4022	Metabolic pathways
01100	PA4024	Metabolic pathways
01100	PA4025	Metabolic pathways
01100	PA4043	Metabolic pathways
01100	PA4044	Metabolic pathways
01100	PA4047	Metabolic pathways
01100	PA4050	Metabolic pathways
01100	PA4051	Metabolic pathways
01100	PA4053	Metabolic pathways
01100	PA4054	Metabolic pathways
01100	PA4055	Metabolic pathways
01100	PA4056	Metabolic pathways
01100	PA4068	Metabolic pathways
01100	PA4069	Metabolic pathways
01100	PA4073	Metabolic pathways
01100	PA4088	Metabolic pathways
01100	PA4089	Metabolic pathways
01100	PA4091	Metabolic pathways
01100	PA4092	Metabolic pathways
01100	PA4114	Metabolic pathways
01100	PA4115	Metabolic pathways
01100	PA4121	Metabolic pathways
01100	PA4122	Metabolic pathways
01100	PA4123	Metabolic pathways
01100	PA4124	Metabolic pathways
01100	PA4125	Metabolic pathways
01100	PA4127	Metabolic pathways
01100	PA4128	Metabolic pathways
01100	PA4130	Metabolic pathways
01100	PA4133	Metabolic pathways
01100	PA4152	Metabolic pathways
01100	PA4163	Metabolic pathways
01100	PA4180	Metabolic pathways
01100	PA4188	Metabolic pathways
01100	PA4189	Metabolic pathways
01100	PA4201	Metabolic pathways
01100	PA4202	Metabolic pathways
01100	PA4209	Metabolic pathways
01100	PA4210	Metabolic pathways
01100	PA4211	Metabolic pathways
01100	PA4212	Metabolic pathways
01100	PA4213	Metabolic pathways
01100	PA4214	Metabolic pathways
01100	PA4215	Metabolic pathways
01100	PA4216	Metabolic pathways
01100	PA4217	Metabolic pathways
01100	PA4231	Metabolic pathways
01100	PA4236	Metabolic pathways
01100	PA4279	Metabolic pathways
01100	PA4280	Metabolic pathways
01100	PA4311	Metabolic pathways
01100	PA4329	Metabolic pathways
01100	PA4333	Metabolic pathways
01100	PA4342	Metabolic pathways
01100	PA4344	Metabolic pathways
01100	PA4376	Metabolic pathways
01100	PA4389	Metabolic pathways
01100	PA4397	Metabolic pathways
01100	PA4399	Metabolic pathways
01100	PA4401	Metabolic pathways
01100	PA4402	Metabolic pathways
01100	PA4406	Metabolic pathways
01100	PA4410	Metabolic pathways
01100	PA4411	Metabolic pathways
01100	PA4412	Metabolic pathways
01100	PA4414	Metabolic pathways
01100	PA4415	Metabolic pathways
01100	PA4416	Metabolic pathways
01100	PA4417	Metabolic pathways
01100	PA4425	Metabolic pathways
01100	PA4429	Metabolic pathways
01100	PA4430	Metabolic pathways
01100	PA4431	Metabolic pathways
01100	PA4435	Metabolic pathways
01100	PA4442	Metabolic pathways
01100	PA4443	Metabolic pathways
01100	PA4447	Metabolic pathways
01100	PA4448	Metabolic pathways
01100	PA4449	Metabolic pathways
01100	PA4450	Metabolic pathways
01100	PA4457	Metabolic pathways
01100	PA4458	Metabolic pathways
01100	PA4470	Metabolic pathways
01100	PA4482	Metabolic pathways
01100	PA4483	Metabolic pathways
01100	PA4484	Metabolic pathways
01100	PA4486	Metabolic pathways
01100	PA4511	Metabolic pathways
01100	PA4513	Metabolic pathways
01100	PA4519	Metabolic pathways
01100	PA4524	Metabolic pathways
01100	PA4529	Metabolic pathways
01100	PA4548	Metabolic pathways
01100	PA4557	Metabolic pathways
01100	PA4561	Metabolic pathways
01100	PA4565	Metabolic pathways
01100	PA4588	Metabolic pathways
01100	PA4602	Metabolic pathways
01100	PA4613	Metabolic pathways
01100	PA4615	Metabolic pathways
01100	PA4626	Metabolic pathways
01100	PA4640	Metabolic pathways
01100	PA4645	Metabolic pathways
01100	PA4646	Metabolic pathways
01100	PA4655	Metabolic pathways
01100	PA4662	Metabolic pathways
01100	PA4666	Metabolic pathways
01100	PA4669	Metabolic pathways
01100	PA4670	Metabolic pathways
01100	PA4676	Metabolic pathways
01100	PA4693	Metabolic pathways
01100	PA4694	Metabolic pathways
01100	PA4695	Metabolic pathways
01100	PA4696	Metabolic pathways
01100	PA4728	Metabolic pathways
01100	PA4729	Metabolic pathways
01100	PA4730	Metabolic pathways
01100	PA4731	Metabolic pathways
01100	PA4732	Metabolic pathways
01100	PA4733	Metabolic pathways
01100	PA4748	Metabolic pathways
01100	PA4749	Metabolic pathways
01100	PA4750	Metabolic pathways
01100	PA4756	Metabolic pathways
01100	PA4758	Metabolic pathways
01100	PA4759	Metabolic pathways
01100	PA4771	Metabolic pathways
01100	PA4773	Metabolic pathways
01100	PA4774	Metabolic pathways
01100	PA4785	Metabolic pathways
01100	PA4786	Metabolic pathways
01100	PA4808	Metabolic pathways
01100	PA4810	Metabolic pathways
01100	PA4811	Metabolic pathways
01100	PA4812	Metabolic pathways
01100	PA4813	Metabolic pathways
01100	PA4829	Metabolic pathways
01100	PA4839	Metabolic pathways
01100	PA4846	Metabolic pathways
01100	PA4847	Metabolic pathways
01100	PA4848	Metabolic pathways
01100	PA4854	Metabolic pathways
01100	PA4855	Metabolic pathways
01100	PA4865	Metabolic pathways
01100	PA4867	Metabolic pathways
01100	PA4868	Metabolic pathways
01100	PA4872	Metabolic pathways
01100	PA4888	Metabolic pathways
01100	PA4899	Metabolic pathways
01100	PA4908	Metabolic pathways
01100	PA4918	Metabolic pathways
01100	PA4919	Metabolic pathways
01100	PA4920	Metabolic pathways
01100	PA4930	Metabolic pathways
01100	PA4938	Metabolic pathways
01100	PA4939	Metabolic pathways
01100	PA4945	Metabolic pathways
01100	PA4952	Metabolic pathways
01100	PA4956	Metabolic pathways
01100	PA4957	Metabolic pathways
01100	PA4960	Metabolic pathways
01100	PA4969	Metabolic pathways
01100	PA4971	Metabolic pathways
01100	PA4973	Metabolic pathways
01100	PA4975	Metabolic pathways
01100	PA4976	Metabolic pathways
01100	PA4977	Metabolic pathways
01100	PA4980	Metabolic pathways
01100	PA4988	Metabolic pathways
01100	PA4994	Metabolic pathways
01100	PA4996	Metabolic pathways
01100	PA5009	Metabolic pathways
01100	PA5010	Metabolic pathways
01100	PA5011	Metabolic pathways
01100	PA5012	Metabolic pathways
01100	PA5013	Metabolic pathways
01100	PA5015	Metabolic pathways
01100	PA5016	Metabolic pathways
01100	PA5025	Metabolic pathways
01100	PA5034	Metabolic pathways
01100	PA5035	Metabolic pathways
01100	PA5036	Metabolic pathways
01100	PA5038	Metabolic pathways
01100	PA5039	Metabolic pathways
01100	PA5045	Metabolic pathways
01100	PA5046	Metabolic pathways
01100	PA5056	Metabolic pathways
01100	PA5058	Metabolic pathways
01100	PA5063	Metabolic pathways
01100	PA5066	Metabolic pathways
01100	PA5067	Metabolic pathways
01100	PA5080	Metabolic pathways
01100	PA5084	Metabolic pathways
01100	PA5091	Metabolic pathways
01100	PA5092	Metabolic pathways
01100	PA5093	Metabolic pathways
01100	PA5098	Metabolic pathways
01100	PA5100	Metabolic pathways
01100	PA5106	Metabolic pathways
01100	PA5110	Metabolic pathways
01100	PA5111	Metabolic pathways
01100	PA5118	Metabolic pathways
01100	PA5119	Metabolic pathways
01100	PA5131	Metabolic pathways
01100	PA5140	Metabolic pathways
01100	PA5141	Metabolic pathways
01100	PA5142	Metabolic pathways
01100	PA5143	Metabolic pathways
01100	PA5161	Metabolic pathways
01100	PA5162	Metabolic pathways
01100	PA5163	Metabolic pathways
01100	PA5164	Metabolic pathways
01100	PA5171	Metabolic pathways
01100	PA5172	Metabolic pathways
01100	PA5173	Metabolic pathways
01100	PA5174	Metabolic pathways
01100	PA5175	Metabolic pathways
01100	PA5176	Metabolic pathways
01100	PA5177	Metabolic pathways
01100	PA5184	Metabolic pathways
01100	PA5192	Metabolic pathways
01100	PA5202	Metabolic pathways
01100	PA5203	Metabolic pathways
01100	PA5204	Metabolic pathways
01100	PA5206	Metabolic pathways
01100	PA5213	Metabolic pathways
01100	PA5214	Metabolic pathways
01100	PA5215	Metabolic pathways
01100	PA5221	Metabolic pathways
01100	PA5223	Metabolic pathways
01100	PA5228	Metabolic pathways
01100	PA5236	Metabolic pathways
01100	PA5237	Metabolic pathways
01100	PA5241	Metabolic pathways
01100	PA5243	Metabolic pathways
01100	PA5258	Metabolic pathways
01100	PA5259	Metabolic pathways
01100	PA5260	Metabolic pathways
01100	PA5263	Metabolic pathways
01100	PA5272	Metabolic pathways
01100	PA5277	Metabolic pathways
01100	PA5278	Metabolic pathways
01100	PA5281	Metabolic pathways
01100	PA5297	Metabolic pathways
01100	PA5298	Metabolic pathways
01100	PA5302	Metabolic pathways
01100	PA5304	Metabolic pathways
01100	PA5309	Metabolic pathways
01100	PA5310	Metabolic pathways
01100	PA5312	Metabolic pathways
01100	PA5313	Metabolic pathways
01100	PA5320	Metabolic pathways
01100	PA5321	Metabolic pathways
01100	PA5322	Metabolic pathways
01100	PA5323	Metabolic pathways
01100	PA5331	Metabolic pathways
01100	PA5336	Metabolic pathways
01100	PA5338	Metabolic pathways
01100	PA5353	Metabolic pathways
01100	PA5354	Metabolic pathways
01100	PA5355	Metabolic pathways
01100	PA5357	Metabolic pathways
01100	PA5358	Metabolic pathways
01100	PA5372	Metabolic pathways
01100	PA5373	Metabolic pathways
01100	PA5379	Metabolic pathways
01100	PA5390	Metabolic pathways
01100	PA5394	Metabolic pathways
01100	PA5413	Metabolic pathways
01100	PA5415	Metabolic pathways
01100	PA5416	Metabolic pathways
01100	PA5417	Metabolic pathways
01100	PA5418	Metabolic pathways
01100	PA5419	Metabolic pathways
01100	PA5421	Metabolic pathways
01100	PA5422	Metabolic pathways
01100	PA5425	Metabolic pathways
01100	PA5426	Metabolic pathways
01100	PA5427	Metabolic pathways
01100	PA5429	Metabolic pathways
01100	PA5435	Metabolic pathways
01100	PA5436	Metabolic pathways
01100	PA5439	Metabolic pathways
01100	PA5445	Metabolic pathways
01100	PA5452	Metabolic pathways
01100	PA5453	Metabolic pathways
01100	PA5495	Metabolic pathways
01100	PA5497	Metabolic pathways
01100	PA5508	Metabolic pathways
01100	PA5516	Metabolic pathways
01100	PA5522	Metabolic pathways
01100	PA5523	Metabolic pathways
01100	PA5524	Metabolic pathways
01100	PA5539	Metabolic pathways
01100	PA5541	Metabolic pathways
01100	PA5549	Metabolic pathways
01100	PA5552	Metabolic pathways
01100	PA5553	Metabolic pathways
01100	PA5554	Metabolic pathways
01100	PA5555	Metabolic pathways
01100	PA5556	Metabolic pathways
01100	PA5557	Metabolic pathways
01100	PA5558	Metabolic pathways
01100	PA5559	Metabolic pathways
01100	PA5560	Metabolic pathways
01110	PA0005	Biosynthesis of secondary metabolites
01110	PA0024	Biosynthesis of secondary metabolites
01110	PA0025	Biosynthesis of secondary metabolites
01110	PA0035	Biosynthesis of secondary metabolites
01110	PA0036	Biosynthesis of secondary metabolites
01110	PA0051	Biosynthesis of secondary metabolites
01110	PA0065	Biosynthesis of secondary metabolites
01110	PA0112	Biosynthesis of secondary metabolites
01110	PA0113	Biosynthesis of secondary metabolites
01110	PA0182	Biosynthesis of secondary metabolites
01110	PA0223	Biosynthesis of secondary metabolites
01110	PA0244	Biosynthesis of secondary metabolites
01110	PA0245	Biosynthesis of secondary metabolites
01110	PA0254	Biosynthesis of secondary metabolites
01110	PA0316	Biosynthesis of secondary metabolites
01110	PA0330	Biosynthesis of secondary metabolites
01110	PA0331	Biosynthesis of secondary metabolites
01110	PA0353	Biosynthesis of secondary metabolites
01110	PA0390	Biosynthesis of secondary metabolites
01110	PA0393	Biosynthesis of secondary metabolites
01110	PA0399	Biosynthesis of secondary metabolites
01110	PA0400	Biosynthesis of secondary metabolites
01110	PA0421	Biosynthesis of secondary metabolites
01110	PA0447	Biosynthesis of secondary metabolites
01110	PA0482	Biosynthesis of secondary metabolites
01110	PA0494	Biosynthesis of secondary metabolites
01110	PA0510	Biosynthesis of secondary metabolites
01110	PA0511	Biosynthesis of secondary metabolites
01110	PA0530	Biosynthesis of secondary metabolites
01110	PA0546	Biosynthesis of secondary metabolites
01110	PA0548	Biosynthesis of secondary metabolites
01110	PA0552	Biosynthesis of secondary metabolites
01110	PA0555	Biosynthesis of secondary metabolites
01110	PA0581	Biosynthesis of secondary metabolites
01110	PA0589	Biosynthesis of secondary metabolites
01110	PA0607	Biosynthesis of secondary metabolites
01110	PA0608	Biosynthesis of secondary metabolites
01110	PA0609	Biosynthesis of secondary metabolites
01110	PA0649	Biosynthesis of secondary metabolites
01110	PA0650	Biosynthesis of secondary metabolites
01110	PA0651	Biosynthesis of secondary metabolites
01110	PA0655	Biosynthesis of secondary metabolites
01110	PA0661	Biosynthesis of secondary metabolites
01110	PA0662	Biosynthesis of secondary metabolites
01110	PA0782	Biosynthesis of secondary metabolites
01110	PA0844	Biosynthesis of secondary metabolites
01110	PA0851	Biosynthesis of secondary metabolites
01110	PA0854	Biosynthesis of secondary metabolites
01110	PA0870	Biosynthesis of secondary metabolites
01110	PA0879	Biosynthesis of secondary metabolites
01110	PA0887	Biosynthesis of secondary metabolites
01110	PA0902	Biosynthesis of secondary metabolites
01110	PA0904	Biosynthesis of secondary metabolites
01110	PA0944	Biosynthesis of secondary metabolites
01110	PA0945	Biosynthesis of secondary metabolites
01110	PA0949	Biosynthesis of secondary metabolites
01110	PA0968	Biosynthesis of secondary metabolites
01110	PA0996	Biosynthesis of secondary metabolites
01110	PA0997	Biosynthesis of secondary metabolites
01110	PA0998	Biosynthesis of secondary metabolites
01110	PA0999	Biosynthesis of secondary metabolites
01110	PA1000	Biosynthesis of secondary metabolites
01110	PA1001	Biosynthesis of secondary metabolites
01110	PA1002	Biosynthesis of secondary metabolites
01110	PA1010	Biosynthesis of secondary metabolites
01110	PA1013	Biosynthesis of secondary metabolites
01110	PA1027	Biosynthesis of secondary metabolites
01110	PA1052	Biosynthesis of secondary metabolites
01110	PA1061	Biosynthesis of secondary metabolites
01110	PA1165	Biosynthesis of secondary metabolites
01110	PA1187	Biosynthesis of secondary metabolites
01110	PA1217	Biosynthesis of secondary metabolites
01110	PA1224	Biosynthesis of secondary metabolites
01110	PA1225	Biosynthesis of secondary metabolites
01110	PA1321	Biosynthesis of secondary metabolites
01110	PA1326	Biosynthesis of secondary metabolites
01110	PA1337	Biosynthesis of secondary metabolites
01110	PA1417	Biosynthesis of secondary metabolites
01110	PA1470	Biosynthesis of secondary metabolites
01110	PA1498	Biosynthesis of secondary metabolites
01110	PA1499	Biosynthesis of secondary metabolites
01110	PA1535	Biosynthesis of secondary metabolites
01110	PA1546	Biosynthesis of secondary metabolites
01110	PA1562	Biosynthesis of secondary metabolites
01110	PA1574	Biosynthesis of secondary metabolites
01110	PA1580	Biosynthesis of secondary metabolites
01110	PA1581	Biosynthesis of secondary metabolites
01110	PA1582	Biosynthesis of secondary metabolites
01110	PA1583	Biosynthesis of secondary metabolites
01110	PA1584	Biosynthesis of secondary metabolites
01110	PA1585	Biosynthesis of secondary metabolites
01110	PA1586	Biosynthesis of secondary metabolites
01110	PA1587	Biosynthesis of secondary metabolites
01110	PA1588	Biosynthesis of secondary metabolites
01110	PA1589	Biosynthesis of secondary metabolites
01110	PA1598	Biosynthesis of secondary metabolites
01110	PA1614	Biosynthesis of secondary metabolites
01110	PA1618	Biosynthesis of secondary metabolites
01110	PA1629	Biosynthesis of secondary metabolites
01110	PA1681	Biosynthesis of secondary metabolites
01110	PA1726	Biosynthesis of secondary metabolites
01110	PA1736	Biosynthesis of secondary metabolites
01110	PA1737	Biosynthesis of secondary metabolites
01110	PA1748	Biosynthesis of secondary metabolites
01110	PA1750	Biosynthesis of secondary metabolites
01110	PA1752	Biosynthesis of secondary metabolites
01110	PA1757	Biosynthesis of secondary metabolites
01110	PA1770	Biosynthesis of secondary metabolites
01110	PA1778	Biosynthesis of secondary metabolites
01110	PA1787	Biosynthesis of secondary metabolites
01110	PA1806	Biosynthesis of secondary metabolites
01110	PA1821	Biosynthesis of secondary metabolites
01110	PA1827	Biosynthesis of secondary metabolites
01110	PA1843	Biosynthesis of secondary metabolites
01110	PA1899	Biosynthesis of secondary metabolites
01110	PA1900	Biosynthesis of secondary metabolites
01110	PA1901	Biosynthesis of secondary metabolites
01110	PA1902	Biosynthesis of secondary metabolites
01110	PA1903	Biosynthesis of secondary metabolites
01110	PA1904	Biosynthesis of secondary metabolites
01110	PA1905	Biosynthesis of secondary metabolites
01110	PA1927	Biosynthesis of secondary metabolites
01110	PA1982	Biosynthesis of secondary metabolites
01110	PA1984	Biosynthesis of secondary metabolites
01110	PA2001	Biosynthesis of secondary metabolites
01110	PA2011	Biosynthesis of secondary metabolites
01110	PA2023	Biosynthesis of secondary metabolites
01110	PA2035	Biosynthesis of secondary metabolites
01110	PA2084	Biosynthesis of secondary metabolites
01110	PA2104	Biosynthesis of secondary metabolites
01110	PA2105	Biosynthesis of secondary metabolites
01110	PA2144	Biosynthesis of secondary metabolites
01110	PA2147	Biosynthesis of secondary metabolites
01110	PA2152	Biosynthesis of secondary metabolites
01110	PA2153	Biosynthesis of secondary metabolites
01110	PA2160	Biosynthesis of secondary metabolites
01110	PA2162	Biosynthesis of secondary metabolites
01110	PA2163	Biosynthesis of secondary metabolites
01110	PA2164	Biosynthesis of secondary metabolites
01110	PA2165	Biosynthesis of secondary metabolites
01110	PA2193	Biosynthesis of secondary metabolites
01110	PA2194	Biosynthesis of secondary metabolites
01110	PA2195	Biosynthesis of secondary metabolites
01110	PA2232	Biosynthesis of secondary metabolites
01110	PA2247	Biosynthesis of secondary metabolites
01110	PA2248	Biosynthesis of secondary metabolites
01110	PA2249	Biosynthesis of secondary metabolites
01110	PA2250	Biosynthesis of secondary metabolites
01110	PA2253	Biosynthesis of secondary metabolites
01110	PA2290	Biosynthesis of secondary metabolites
01110	PA2321	Biosynthesis of secondary metabolites
01110	PA2344	Biosynthesis of secondary metabolites
01110	PA2412	Biosynthesis of secondary metabolites
01110	PA2416	Biosynthesis of secondary metabolites
01110	PA2442	Biosynthesis of secondary metabolites
01110	PA2443	Biosynthesis of secondary metabolites
01110	PA2444	Biosynthesis of secondary metabolites
01110	PA2445	Biosynthesis of secondary metabolites
01110	PA2446	Biosynthesis of secondary metabolites
01110	PA2531	Biosynthesis of secondary metabolites
01110	PA2536	Biosynthesis of secondary metabolites
01110	PA2550	Biosynthesis of secondary metabolites
01110	PA2552	Biosynthesis of secondary metabolites
01110	PA2553	Biosynthesis of secondary metabolites
01110	PA2555	Biosynthesis of secondary metabolites
01110	PA2587	Biosynthesis of secondary metabolites
01110	PA2611	Biosynthesis of secondary metabolites
01110	PA2623	Biosynthesis of secondary metabolites
01110	PA2624	Biosynthesis of secondary metabolites
01110	PA2629	Biosynthesis of secondary metabolites
01110	PA2634	Biosynthesis of secondary metabolites
01110	PA2709	Biosynthesis of secondary metabolites
01110	PA2796	Biosynthesis of secondary metabolites
01110	PA2828	Biosynthesis of secondary metabolites
01110	PA2843	Biosynthesis of secondary metabolites
01110	PA2888	Biosynthesis of secondary metabolites
01110	PA2890	Biosynthesis of secondary metabolites
01110	PA2891	Biosynthesis of secondary metabolites
01110	PA2940	Biosynthesis of secondary metabolites
01110	PA2942	Biosynthesis of secondary metabolites
01110	PA2943	Biosynthesis of secondary metabolites
01110	PA2950	Biosynthesis of secondary metabolites
01110	PA2966	Biosynthesis of secondary metabolites
01110	PA2967	Biosynthesis of secondary metabolites
01110	PA2968	Biosynthesis of secondary metabolites
01110	PA2969	Biosynthesis of secondary metabolites
01110	PA2974	Biosynthesis of secondary metabolites
01110	PA3001	Biosynthesis of secondary metabolites
01110	PA3013	Biosynthesis of secondary metabolites
01110	PA3014	Biosynthesis of secondary metabolites
01110	PA3025	Biosynthesis of secondary metabolites
01110	PA3108	Biosynthesis of secondary metabolites
01110	PA3112	Biosynthesis of secondary metabolites
01110	PA3113	Biosynthesis of secondary metabolites
01110	PA3117	Biosynthesis of secondary metabolites
01110	PA3118	Biosynthesis of secondary metabolites
01110	PA3120	Biosynthesis of secondary metabolites
01110	PA3121	Biosynthesis of secondary metabolites
01110	PA3134	Biosynthesis of secondary metabolites
01110	PA3139	Biosynthesis of secondary metabolites
01110	PA3151	Biosynthesis of secondary metabolites
01110	PA3152	Biosynthesis of secondary metabolites
01110	PA3165	Biosynthesis of secondary metabolites
01110	PA3166	Biosynthesis of secondary metabolites
01110	PA3167	Biosynthesis of secondary metabolites
01110	PA3171	Biosynthesis of secondary metabolites
01110	PA3182	Biosynthesis of secondary metabolites
01110	PA3183	Biosynthesis of secondary metabolites
01110	PA3193	Biosynthesis of secondary metabolites
01110	PA3195	Biosynthesis of secondary metabolites
01110	PA3319	Biosynthesis of secondary metabolites
01110	PA3334	Biosynthesis of secondary metabolites
01110	PA3415	Biosynthesis of secondary metabolites
01110	PA3416	Biosynthesis of secondary metabolites
01110	PA3417	Biosynthesis of secondary metabolites
01110	PA3418	Biosynthesis of secondary metabolites
01110	PA3426	Biosynthesis of secondary metabolites
01110	PA3452	Biosynthesis of secondary metabolites
01110	PA3454	Biosynthesis of secondary metabolites
01110	PA3459	Biosynthesis of secondary metabolites
01110	PA3475	Biosynthesis of secondary metabolites
01110	PA3506	Biosynthesis of secondary metabolites
01110	PA3516	Biosynthesis of secondary metabolites
01110	PA3517	Biosynthesis of secondary metabolites
01110	PA3525	Biosynthesis of secondary metabolites
01110	PA3537	Biosynthesis of secondary metabolites
01110	PA3551	Biosynthesis of secondary metabolites
01110	PA3584	Biosynthesis of secondary metabolites
01110	PA3589	Biosynthesis of secondary metabolites
01110	PA3603	Biosynthesis of secondary metabolites
01110	PA3625	Biosynthesis of secondary metabolites
01110	PA3627	Biosynthesis of secondary metabolites
01110	PA3629	Biosynthesis of secondary metabolites
01110	PA3633	Biosynthesis of secondary metabolites
01110	PA3635	Biosynthesis of secondary metabolites
01110	PA3639	Biosynthesis of secondary metabolites
01110	PA3650	Biosynthesis of secondary metabolites
01110	PA3651	Biosynthesis of secondary metabolites
01110	PA3652	Biosynthesis of secondary metabolites
01110	PA3673	Biosynthesis of secondary metabolites
01110	PA3686	Biosynthesis of secondary metabolites
01110	PA3735	Biosynthesis of secondary metabolites
01110	PA3736	Biosynthesis of secondary metabolites
01110	PA3751	Biosynthesis of secondary metabolites
01110	PA3763	Biosynthesis of secondary metabolites
01110	PA3770	Biosynthesis of secondary metabolites
01110	PA3792	Biosynthesis of secondary metabolites
01110	PA3803	Biosynthesis of secondary metabolites
01110	PA3807	Biosynthesis of secondary metabolites
01110	PA3816	Biosynthesis of secondary metabolites
01110	PA3818	Biosynthesis of secondary metabolites
01110	PA3857	Biosynthesis of secondary metabolites
01110	PA3896	Biosynthesis of secondary metabolites
01110	PA3925	Biosynthesis of secondary metabolites
01110	PA3977	Biosynthesis of secondary metabolites
